sku,title,family,role,technologyType,expectedTechnologyType,productRole,catalogVisibility,primaryCategory,category,subCategory,productType,subClassifications,profileFeatureCount,profilePortCount,officialPageStatus,correctionSource,issues
NHD-250-RX,NetworkHD 200 Series AV over IP H.264 MultiView Processor - WyreStorm,NetworkHD 200,NetworkHD 200 endpoint / processor,AVoIP Infrastructure,AVoIP Infrastructure,primary-hardware,default,NetworkHD AV over IP,NetworkHD 100,Controller,AVoIP controller,networkhd-100|controller,18,8,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-300-TX,NetworkHD 300 Series 1080p AV over IP H.264 Open Standards Encoder - WyreStorm,NetworkHD 400,NetworkHD 400 encoder,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 100,Encoder,AVoIP endpoint,networkhd-100|encoder,8,9,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-400-DNT-TX,NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder with Dante - WyreStorm,NetworkHD 400,NetworkHD 400 encoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 100,Encoder,AVoIP endpoint,networkhd-100|encoder,22,8,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-400-E-RX,NetworkHD 400 Series 4K AV over IP JPEG 2000 Decoder - WyreStorm,NetworkHD 400,NetworkHD 400 decoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 100,Decoder,AVoIP endpoint,networkhd-100|decoder,16,10,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-400-E-TX,NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder - WyreStorm,NetworkHD 400,NetworkHD 400 encoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 100,Encoder,AVoIP endpoint,networkhd-100|encoder,18,7,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-400-RX,4K AV Over IP - NetworkHD™ 400 Series| WyreStorm,NetworkHD 400,NetworkHD 400 decoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 100,Decoder,AVoIP endpoint,networkhd-100|decoder,18,9,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-400-TX,NetworkHD 400 Series 4K AV over IP JPEG 2000 Encoder - WyreStorm,NetworkHD 400,NetworkHD 400 encoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 100,Decoder,AVoIP endpoint,networkhd-100|decoder,18,10,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-400-TX-IW,NetworkHD 400 Series In-Wall 4K AV over IP JPEG 2000 Encoder - WyreStorm,NetworkHD 400,NetworkHD 400 encoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 100,Decoder,AVoIP endpoint,networkhd-100|decoder,17,8,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-500,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 Encoder & Decoder - WyreStorm,NetworkHD 500,NetworkHD 500 encoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 500,Decoder,AVoIP endpoint,networkhd-500|decoder,20,13,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-500-DNT-TX,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 Encoder with Dante Audio - WyreStorm,NetworkHD 500,NetworkHD 500 encoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 500,Encoder,AVoIP endpoint,networkhd-500|encoder,20,17,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-500-E,NetworkHD 500 Series Lite 4K60 4:4:4 JPEG2000 Encoder & Decoder - WyreStorm,NetworkHD 500,NetworkHD 500 encoder,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 500,Decoder,AVoIP endpoint,networkhd-500|decoder,16,13,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-500-IW-TX,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 In-Wall Encoder - WyreStorm,NetworkHD 500,NetworkHD 500 encoder,AVoIP Infrastructure,AVoIP Infrastructure,system-controller,conditional-default,NetworkHD AV over IP,NetworkHD 500,Controller,AVoIP controller,networkhd-500|controller,18,12,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-500-IW-TX-V2,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 In-Wall Encoder - WyreStorm,NetworkHD 500,NetworkHD 500 encoder,AVoIP Infrastructure,AVoIP Infrastructure,system-controller,conditional-default,NetworkHD AV over IP,NetworkHD 500,Controller,AVoIP controller,networkhd-500|controller,18,12,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-500-T,NetworkHD 500 Series 4K60 4:4:4 JPEG2000 TAA Compliant Encoder & Decoder - WyreStorm,NetworkHD 500,NetworkHD 500 encoder,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 500,Decoder,AVoIP endpoint,networkhd-500|decoder,18,21,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-500-TXRX-V2,WyreStorm NHD-500-TX/RX V2 4K60 Encoder & Decoder with JPEG2000,NetworkHD 500,NetworkHD 500 encoder,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 500,Decoder,AVoIP endpoint,networkhd-500|decoder,21,22,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-510-TX,WyreStorm NHD-510-TX 4K60 JPEG2000 AV over IP Encoder with USB-C,NetworkHD 500,NetworkHD 500 encoder,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 100,Encoder,AVoIP endpoint,networkhd-100|encoder,20,19,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-600-E-RX,4K60 4:4:4 SDVoE Decoder with Zero-Latency Video and PoE+ Power,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,AVoIP,AVoIP,endpoint-hardware,default,Video,AV over IP,NetworkHD 600,SDVoE decoder,avoip|decoder|sdvoe|networkhd-600,5,3,product-guide-pdf,,
NHD-600-E-TX,4K60 4:4:4 SDVoE Encoder with Zero-Latency Video and PoE+ Power,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,AVoIP,AVoIP,endpoint-hardware,default,Video,AV over IP,NetworkHD 600,SDVoE encoder,avoip|encoder|sdvoe|networkhd-600,5,3,product-guide-pdf,,
NHD-600-E-TXRX,WyreStorm NHD-600-E-TX/RX 4K60 SDVoE AV over IP Encoder & Decoder,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 600,Decoder,AVoIP endpoint,networkhd-600|decoder,14,14,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-600-RX,NetworkHD 600 Series 4K HDR Premium AV over IP SDVoE Decoder - WyreStorm,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 600,Decoder,AVoIP endpoint,networkhd-600|decoder,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-600-TRX,NetworkHD 600 Series 4K60 4:4:4 10GbE SDVoE Transceiver - WyreStorm,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 600,Transceiver,AVoIP endpoint,networkhd-600|transceiver,15,18,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-600-TRXF,NetworkHD 600 Series 4K60 4:4:4 10Gb SDVoE Fiber Transceiver - WyreStorm,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,Camera / Capture,Camera / Capture,primary-hardware,default,Camera / Capture,Camera endpoint,USB camera,Camera endpoint,camera,18,21,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-600-TX,NetworkHD 600 Series 4K HDR Premium AV over IP SDVoE Encoder - WyreStorm,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 600,Encoder,AVoIP endpoint,networkhd-600|encoder,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-610,NetworkHD 610 Series 4K60 10GbE SDVoE Encoder & Decoder - WyreStorm,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,AVoIP,AVoIP,primary-hardware,default,NetworkHD AV over IP,NetworkHD 600,Multiview processor,AVoIP multiview processor,networkhd-600|multiview-processor,23,21,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-610-TX-V2,WyreStorm NHD-610-TX V2 4K60 SDVoE AV over IP Encoder with Dante,NetworkHD 600,NetworkHD 600 10G AV-over-IP endpoint,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 600,Encoder,AVoIP endpoint,networkhd-600|encoder,19,20,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-CTL-PRO,Pro Controller for NetworkHD - WyreStorm,NetworkHD Accessory,NetworkHD control / mounting / USB accessory,AVoIP Infrastructure,AVoIP Infrastructure,system-controller,conditional-default,NetworkHD AV over IP,NetworkHD 500,Controller,AVoIP controller,networkhd-500|controller,10,5,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-CTL-PRO-T,Pro Controller for NetworkHD Series TAA Compliant - WyreStorm,NetworkHD Accessory,NetworkHD control / mounting / USB accessory,AVoIP Infrastructure,AVoIP Infrastructure,system-controller,conditional-default,NetworkHD AV over IP,NetworkHD 500,Controller,AVoIP controller,networkhd-500|controller,9,7,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-CTL-PRO-V2,Pro Controller for NetworkHD Series - WyreStorm,NetworkHD Accessory,NetworkHD control / mounting / USB accessory,AVoIP Infrastructure,AVoIP Infrastructure,system-controller,conditional-default,NetworkHD AV over IP,NetworkHD 500,Controller,AVoIP controller,networkhd-500|controller,9,6,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-RACK-1U,1U/2 Slot Rack Mount for NetworkHD 100/500/600 Series - WyreStorm,NetworkHD Accessory,NetworkHD control / mounting / USB accessory,Accessory,Accessory,rack-mount,request-only,Accessory / Other,Rack accessory,NetworkHD rack mount,Rack mount,rack-mount|networkhd-accessory,5,4,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-RACK4-BLK,Accessory for the NHD-000-RACK4 6U/12 Slot Rack Mount - WyreStorm,NetworkHD Accessory,NetworkHD control / mounting / USB accessory,Accessory,Accessory,accessory,request-only,Accessory / Other,Mounting accessory,Product-specific mounting kit,Mount / bracket,mounting-accessory|accessory,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-TOUCH,"Touchscreen Control for NetworkHD 100, 400, 500 & 600 Series - WyreStorm",NetworkHD Accessory,NetworkHD control / mounting / USB accessory,AVoIP Infrastructure,AVoIP Infrastructure,system-controller,conditional-default,NetworkHD AV over IP,AVoIP infrastructure,Controller,NetworkHD touch control interface,networkhd-control|touch-interface,6,1,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-TOUCHPLUS,Touchscreen control application for NetworkHD 110 Series - WyreStorm,NetworkHD Accessory,NetworkHD control / mounting / USB accessory,Audio / Control,Audio / Control,system-controller,conditional-default,Control,Software control,Control application,Software control app,software|control-app,4,1,200,product-manager-profile:wyrestorm-product-manager-v1,
NHD-USB-TRX,USB 2.0 Over IP Transceiver - WyreStorm,NetworkHD Accessory,NetworkHD control / mounting / USB accessory,AVoIP,AVoIP,endpoint-hardware,default,NetworkHD AV over IP,NetworkHD 600,Transceiver,AVoIP endpoint,networkhd-600|transceiver,28,13,200,product-manager-profile:wyrestorm-product-manager-v1,
OFFICE-KIT,"WyreStorm FOCUS Webcam & HALO Speakerphone, Office Kits",Speaker,Loudspeaker,Camera / Capture,Camera / Capture,primary-hardware,default,Camera / Capture,Camera endpoint,USB camera,Camera endpoint,camera,2,0,200,product-manager-profile:wyrestorm-product-manager-v1,
PSU-12V-3A,External Universal 12W Power Supply - 12V 3A - WyreStorm,Cable,Cable / active optical cable,Accessory,Accessory,power-accessory,request-only,Accessory / Other,Accessory,Product-specific accessory,Accessory,accessory,2,0,200,product-manager-profile:wyrestorm-product-manager-v1,
RX-35-POH,35m 4K HDBaseT Receiver - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver|transmitter,4,0,200,product-manager-profile:wyrestorm-product-manager-v1,
RX-70-4K,70m 4K HDBaseT Receiver - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver|transmitter,14,13,200,product-manager-profile:wyrestorm-product-manager-v1,
RX-70-4K-ARC,70m 4K HDBaseT Receiver with ARC - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver,14,12,200,product-manager-profile:wyrestorm-product-manager-v1,
RX-70-4K-SCL,70m 4K HDBaseT Scaling Receiver with Downscaling - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,USB / KVM extender,Receiver,Signal extension endpoint,extender|usb-kvm|receiver,15,16,200,product-manager-profile:wyrestorm-product-manager-v1,
RX-700,100m 4K60 HDBaseT DSC Receiver with USB - WyreStorm,Cable,Cable / active optical cable,Camera / Capture,Camera / Capture,primary-hardware,default,Camera / Capture,Camera endpoint,USB camera,Camera endpoint,camera,21,9,200,product-manager-profile:wyrestorm-product-manager-v1,
RX3-100,"4K HDR 4:4:4 60Hz HDBaseT3.0 Receiver with USB Device Inputs, Audio De-embed & PoH 100m/328ft over Cat6 - WyreStorm",Extender,Signal extender,Camera / Capture,Camera / Capture,primary-hardware,default,Camera / Capture,Camera endpoint,USB camera,Camera endpoint,camera,23,9,200,product-manager-profile:wyrestorm-product-manager-v1,
RXF-300-4K,4K HDR 4:4:4 60Hz HDBaseT Receiver with 2-Way IR and PoH (4K: 35m/115ft) - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,USB / KVM extender,Receiver,Signal extension endpoint,extender|usb-kvm|receiver,13,6,200,product-manager-profile:wyrestorm-product-manager-v1,
RXV-35-4K,35m 4K60 HDBaseT Receiver for MXV - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver,13,7,200,product-manager-profile:wyrestorm-product-manager-v1,
RXV-35-SCL,Scaling 35m 4K60 HDBaseT Receiver for MXV - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver,14,7,200,product-manager-profile:wyrestorm-product-manager-v1,
RXV-70-4K,70m 4K60 HDBaseT Receiver - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver,4,0,200,product-manager-profile:wyrestorm-product-manager-v1,
RXV-70-4K-ARC,70m 4K60 HDBaseT Receiver with ARC - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver,5,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SP-0102-H2,4K60 1:2 HDMI Splitter - WyreStorm,Unclassified,Product,Splitter / Distribution,Splitter / Distribution,primary-hardware,default,Distribution,Splitter / distribution amplifier,HDMI splitter,One-to-many distribution,splitter,4,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SP-0104-H2,4K HDMI Splitter – High-Quality HDMI Signal Distribution,Unclassified,Product,Splitter / Distribution,Splitter / Distribution,primary-hardware,default,Distribution,Splitter / distribution amplifier,HDMI splitter,One-to-many distribution,splitter,1,2,200,product-manager-profile:wyrestorm-product-manager-v1,
SP-0108-SCL,4K HDR 1:8 Splitter with Scaling Outputs - WyreStorm,Amplifier,Audio amplifier,Splitter / Distribution,Splitter / Distribution,primary-hardware,default,Distribution,Splitter / distribution amplifier,Scaling splitter,One-to-many distribution,splitter|scaling,11,2,200,product-manager-profile:wyrestorm-product-manager-v1,
SP-618,4K60 1:8 Scaling HDMI Splitter - WyreStorm,Amplifier,Audio amplifier,Splitter / Distribution,Splitter / Distribution,primary-hardware,default,Distribution,Splitter / distribution amplifier,Scaling splitter,One-to-many distribution,splitter|scaling,8,1,200,product-manager-profile:wyrestorm-product-manager-v1,
SR-10G-MM-SFPP,10G SFP+ Multimode Transceiver - WyreStorm,Unclassified,Product,Accessory,Accessory,endpoint-hardware,default,Accessory / Other,Accessory,Product-specific accessory,Accessory,accessory,2,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SR-1G-MM-SFP,1G SFP Multimode Transceiver - WyreStorm,Unclassified,Product,Accessory,Accessory,endpoint-hardware,default,Accessory / Other,Accessory,Product-specific accessory,Accessory,accessory,5,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-0204-VW,4K60Hz 4-Output Video Wall Processor - WyreStorm,Video Wall Processor,Dedicated video wall processor,Video Wall / Multiview,Video Wall / Multiview,primary-hardware,default,Video Processing,Video wall processor,Preset wall processor,Dedicated video wall processor,video-wall|processor,13,31,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-0206-VW,WyreStorm SW-0206-VW 4K60 Video Wall Processor,Video Wall Processor,Dedicated video wall processor,Video Wall / Multiview,Video Wall / Multiview,primary-hardware,default,Video Processing,Video wall processor,Multi-output wall processor,Dedicated video wall processor,video-wall|processor,14,36,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-0401-H2,WyreStorm Essentials 4K60 4x1 HDMI Switcher - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,Room switcher,Room source switcher,presentation-switcher|source-switcher,6,7,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-0X01-8K,WyreStorm Essentials 8K60 HDMI Switcher - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,8K HDMI switcher,Room source switcher,presentation-switcher|source-switcher,14,10,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-120-TX3,Synergy 2-input 4K60Hz HDBaseT 3.0 Switching Transmitter with USB-C Charging and CEC Trigger - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,HDBaseT room switcher,Room source switcher,presentation-switcher|hdbaset,21,14,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-120-TX3-UK,Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,In-wall transmitter / switcher,Room source switcher,presentation-switcher|hdbaset,22,11,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-120-TX3-US,Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,In-wall transmitter / switcher,Room source switcher,presentation-switcher|hdbaset,22,12,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-130-TX,35m 4K HDBaseT Receiver with USB - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Camera / Capture,Camera / Capture,primary-hardware,default,Camera / Capture,Camera endpoint,USB camera,NDI camera endpoint,camera|ndi,18,6,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-130-TX-UK,3-Input In-wall HDBaseT Transmitter (2-gang UK) - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,In-wall transmitter / switcher,Room source switcher,presentation-switcher|hdbaset,18,6,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-130-TX-US,3-Input In-wall HDBaseT Transmitter (2-gang US) - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,In-wall transmitter / switcher,Room source switcher,presentation-switcher|hdbaset,18,6,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-220-TX-W,Wireless Presentation System for Seamless Presentations,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Wireless presentation switcher,Room switcher,Room source switcher,presentation-switcher|wireless,13,12,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-540-TX-W,4x2 4K HDBaseT Switcher with Wireless Casting - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Wireless presentation switcher,HDBaseT room switcher,Room source switcher,presentation-switcher|wireless|hdbaset,20,18,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-620-TX-W,Wireless Conferencing Solutions for Seamless Communication,Presentation Switcher,Presentation switcher / room transmitter,Unified Comms,Unified Comms,primary-hardware,default,Unified Communications,Wireless presentation switcher,Room switcher,Room source switcher,presentation-switcher|wireless|uc,20,17,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-640L-TX-W,Wireless Conferencing Solutions for Seamless Communication,Presentation Switcher,Presentation switcher / room transmitter,Unified Comms,Unified Comms,primary-hardware,default,Unified Communications,Wireless presentation switcher,Room switcher,Room source switcher,presentation-switcher|wireless|uc,20,18,200,product-manager-profile:wyrestorm-product-manager-v1,
SW-740-TX,4-Input 4K60 DSC HDBaseT Switcher with USB - WyreStorm,Presentation Switcher,Presentation switcher / room transmitter,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,HDBaseT room switcher,Room source switcher,presentation-switcher|hdbaset,20,13,200,product-manager-profile:wyrestorm-product-manager-v1,
SWX-100-HDBT3,SW-120-TX3 Transmitter and RX3-100 Receiver Kit - WyreStorm,Extender,HDBaseT extender kit,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver|transmitter,2,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SWX-100-IW-UK,In-Wall Kit with the SW-120-TX3-UK Transmitter and RX3-100 Receiver - WyreStorm,Extender,HDBaseT extender kit,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver|transmitter,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SWX-100-IW-US,In-Wall Kit with the SW-120-TX3-US Transmitter and RX3-100 Receiver - WyreStorm,Extender,HDBaseT extender kit,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver|transmitter,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SWX-100-IW-UX,100m 4K60 HDBaseT 3.0 In-Wall KVM Extender with USB-C and HDMI,Extender,HDBaseT extender kit,Extender / HDBaseT,Extender / HDBaseT,primary-hardware,default,Video,Extension,HDBaseT 3.0 KVM extender,In-wall KVM extender,extender|hdbaset-3|kvm|usb-c,7,6,product-guide-pdf,,
SYN-CTL-HUB,IP to RS232/Relay/IR Protocol Converter - WyreStorm,Unclassified,Product,Audio / Control,Audio / Control,system-controller,conditional-default,Control,Control interface,Touch panel,Control device,control|touch,7,14,200,product-manager-profile:wyrestorm-product-manager-v1,
SYN-KEY10,Synergy 10-button Keypad Controller - WyreStorm,Unclassified,Product,Audio / Control,Audio / Control,system-controller,conditional-default,Control,Control interface,Keypad,Control device,control|keypad,7,11,200,product-manager-profile:wyrestorm-product-manager-v1,
SYN-KIT-130-EU,In-Wall Presentation Kit with Control (EU) - WyreStorm,Unclassified,Product,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,In-wall transmitter / switcher,Room source switcher,presentation-switcher|hdbaset,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SYN-KIT-130-US,In-Wall Presentation Kit with Control - WyreStorm,Unclassified,Product,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,In-wall transmitter / switcher,Room source switcher,presentation-switcher|hdbaset,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SYN-KIT-510-EU,Advanced Presentation Kit with Control (EU) - WyreStorm,Unclassified,Product,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,HDBaseT room switcher,Room source switcher,presentation-switcher|hdbaset,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SYN-KIT-510-US,Advanced Presentation Kit with Control - WyreStorm,Unclassified,Product,Presentation / Room Core,Presentation / Room Core,primary-hardware,default,Presentation / Room Core,Presentation switcher,HDBaseT room switcher,Room source switcher,presentation-switcher|hdbaset,3,0,200,product-manager-profile:wyrestorm-product-manager-v1,
SYN-TOUCH10,"Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm",Unclassified,Product,Audio / Control,Audio / Control,system-controller,conditional-default,Control,Control interface,Touch panel,Control device,control|touch,9,11,200,product-manager-profile:wyrestorm-product-manager-v1,
SYN-TOUCH10-V2,"Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm",Unclassified,Product,Audio / Control,Audio / Control,system-controller,conditional-default,Control,Control interface,Touch panel,Control device,control|touch,9,11,200,product-manager-profile:wyrestorm-product-manager-v1,
TS-280-EU,"2.8"" Serial Control Color Touchscreen - WyreStorm",Unclassified,Product,Audio / Control,Audio / Control,system-controller,conditional-default,Control,Control interface,Touchscreen,Room control touchscreen,control|touchscreen,1,0,200,product-manager-profile:wyrestorm-product-manager-v1,
TS-280-US,"2.8"" Serial Control Color Touchscreen - WyreStorm",Unclassified,Product,Audio / Control,Audio / Control,system-controller,conditional-default,Control,Control interface,Touchscreen,Room control touchscreen,control|touchscreen,1,0,200,product-manager-profile:wyrestorm-product-manager-v1,
TX-35-IW,HDMI Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Receiver,Signal extension endpoint,extender|receiver|transmitter,11,7,200,product-manager-profile:wyrestorm-product-manager-v1,
TX-35-IW-KVM,HDMI & USB Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,USB / KVM extender,Transmitter,Signal extension endpoint,extender|usb-kvm|transmitter,14,11,200,product-manager-profile:wyrestorm-product-manager-v1,
TX-35-IWC-KVM,USB C Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,USB / KVM extender,Transmitter,Signal extension endpoint,extender|usb-kvm|transmitter,17,9,200,product-manager-profile:wyrestorm-product-manager-v1,
TX-70-4K,70m 4K HDBaseT Transmitter - WyreStorm,Extender,Signal extender,Extender / HDBaseT,Extender / HDBaseT,endpoint-hardware,default,Extension,HDBaseT extender,Transmitter,Signal extension endpoint,extender|transmitter,13,10,200,product-manager-profile:wyrestorm-product-manager-v1,
