sku,product_name,family,product_type,role,lifecycle_status,do_not_spec,successor,inputs,outputs,transport_type,resolution_bandwidth,usb,audio,control,network_requirement,dependencies,compatible_families,application_fit,disqualifiers,quote_warnings,evidence_source,last_reviewed,reviewer
NHD-600-TRX,NetworkHD 600 Series 4K60 4:4:4 10GbE SDVoE Transceiver - WyreStorm,AV-over-IP,NetworkHD 600 Series 4K60 4:4:4 10GbE SDVoE Transceiver - WyreStorm,endpoint-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-TRXF,NetworkHD 600 Series 4K60 4:4:4 10Gb SDVoE Fiber Transceiver - WyreStorm,AV-over-IP,NetworkHD 600 Series 4K60 4:4:4 10Gb SDVoE Fiber Transceiver - WyreStorm,primary-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-600-TX,NetworkHD 600 Series 4K HDR Premium AV over IP SDVoE Encoder - WyreStorm,AV-over-IP,NetworkHD 600 Series 4K HDR Premium AV over IP SDVoE Encoder - WyreStorm,endpoint-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-610,NetworkHD 610 Series 4K60 10GbE SDVoE Encoder & Decoder - WyreStorm,AV-over-IP,NetworkHD 610 Series 4K60 10GbE SDVoE Encoder & Decoder - WyreStorm,primary-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-610-RX,4K60Hz 4:4:4 SDVoE Decoder,AVoIP,4K60Hz 4:4:4 SDVoE Decoder,endpoint-hardware,review,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-610-TX,4K60Hz 4:4:4 SDVoE Encoder,AVoIP,4K60Hz 4:4:4 SDVoE Encoder,endpoint-hardware,review,false,,,,AVoIP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-610-TX-V2,WyreStorm NHD-610-TX V2 4K60 SDVoE AV over IP Encoder with Dante,AV-over-IP,WyreStorm NHD-610-TX V2 4K60 SDVoE AV over IP Encoder with Dante,endpoint-hardware,review,false,,,,AV-over-IP,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-CTL-PRO,Pro Controller for NetworkHD - WyreStorm,AV-over-IP accessory,Pro Controller for NetworkHD - WyreStorm,system-controller,review,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-CTL-PRO-T,Pro Controller for NetworkHD Series TAA Compliant - WyreStorm,AV-over-IP accessory,Pro Controller for NetworkHD Series TAA Compliant - WyreStorm,system-controller,review,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-CTL-PRO-V2,Pro Controller for NetworkHD Series - WyreStorm,AV-over-IP accessory,Pro Controller for NetworkHD Series - WyreStorm,system-controller,review,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-RACK-1U,1U/2 Slot Rack Mount for NetworkHD 100/500/600 Series - WyreStorm,AV-over-IP accessory,1U/2 Slot Rack Mount for NetworkHD 100/500/600 Series - WyreStorm,rack-mount,review,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-RACK4-BLK,Accessory for the NHD-000-RACK4 6U/12 Slot Rack Mount - WyreStorm,AV-over-IP accessory,Accessory for the NHD-000-RACK4 6U/12 Slot Rack Mount - WyreStorm,accessory,review,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-TOUCH,"Touchscreen Control for NetworkHD 100, 400, 500 & 600 Series - WyreStorm",AV-over-IP accessory,"Touchscreen Control for NetworkHD 100, 400, 500 & 600 Series - WyreStorm",system-controller,review,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-TOUCHPLUS,Touchscreen control application for NetworkHD 110 Series - WyreStorm,AV-over-IP accessory,Touchscreen control application for NetworkHD 110 Series - WyreStorm,system-controller,review,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
NHD-USB-TRX,USB 2.0 Over IP Transceiver - WyreStorm,AV-over-IP accessory,USB 2.0 Over IP Transceiver - WyreStorm,endpoint-hardware,review,false,,,,AV-over-IP accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
OFFICE-KIT,"WyreStorm FOCUS Webcam & HALO Speakerphone, Office Kits",Audio,"WyreStorm FOCUS Webcam & HALO Speakerphone, Office Kits",primary-hardware,review,false,,,,Audio,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
PSU-12V-3A,External Universal 12W Power Supply - 12V 3A - WyreStorm,Cables,External Universal 12W Power Supply - 12V 3A - WyreStorm,power-accessory,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-35-POH,35m 4K HDBaseT Receiver - WyreStorm,Extension,35m 4K HDBaseT Receiver - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-500,4K60Hz (4:2:0 8bit) HDBaseT 2.0 Receiver,HDBaseT extender,4K60Hz (4:2:0 8bit) HDBaseT 2.0 Receiver,primary-hardware,review,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-70-4K,70m 4K HDBaseT Receiver - WyreStorm,Extension,70m 4K HDBaseT Receiver - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-70-4K-ARC,70m 4K HDBaseT Receiver with ARC - WyreStorm,Extension,70m 4K HDBaseT Receiver with ARC - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-70-4K-SCL,70m 4K HDBaseT Scaling Receiver with Downscaling - WyreStorm,Extension,70m 4K HDBaseT Scaling Receiver with Downscaling - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX-700,100m 4K60 HDBaseT DSC Receiver with USB - WyreStorm,Cables,100m 4K60 HDBaseT DSC Receiver with USB - WyreStorm,primary-hardware,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RX3-100,"4K HDR 4:4:4 60Hz HDBaseT3.0 Receiver with USB Device Inputs, Audio De-embed & PoH 100m/328ft over Cat6 - WyreStorm",Extension,"4K HDR 4:4:4 60Hz HDBaseT3.0 Receiver with USB Device Inputs, Audio De-embed & PoH 100m/328ft over Cat6 - WyreStorm",primary-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXF-300-4K,4K HDR 4:4:4 60Hz HDBaseT Receiver with 2-Way IR and PoH (4K: 35m/115ft) - WyreStorm,Extension,4K HDR 4:4:4 60Hz HDBaseT Receiver with 2-Way IR and PoH (4K: 35m/115ft) - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-35-4K,35m 4K60 HDBaseT Receiver for MXV - WyreStorm,Extension,35m 4K60 HDBaseT Receiver for MXV - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-35-SCL,Scaling 35m 4K60 HDBaseT Receiver for MXV - WyreStorm,Extension,Scaling 35m 4K60 HDBaseT Receiver for MXV - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-70-4K,70m 4K60 HDBaseT Receiver - WyreStorm,Extension,70m 4K60 HDBaseT Receiver - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-70-4K-ARC,70m 4K60 HDBaseT Receiver with ARC - WyreStorm,Extension,70m 4K60 HDBaseT Receiver with ARC - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-70-4K-G2,4K60Hz 4:4:4 HDBaseT Receiver,HDBaseT extender,4K60Hz 4:4:4 HDBaseT Receiver,endpoint-hardware,review,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
RXV-70-G2-SCL,4K60Hz 4:4:4 HDBaseT Scaling Receiver,HDBaseT extender,4K60Hz 4:4:4 HDBaseT Scaling Receiver,endpoint-hardware,review,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SP-0102-H2,4K60 1:2 HDMI Splitter - WyreStorm,General AV,4K60 1:2 HDMI Splitter - WyreStorm,primary-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SP-0104-H2,4K HDMI Splitter – High-Quality HDMI Signal Distribution,General AV,4K HDMI Splitter – High-Quality HDMI Signal Distribution,primary-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SP-0108-SCL,4K HDR 1:8 Splitter with Scaling Outputs - WyreStorm,Audio,4K HDR 1:8 Splitter with Scaling Outputs - WyreStorm,primary-hardware,review,false,,,,Audio,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SP-618,4K60 1:8 Scaling HDMI Splitter - WyreStorm,Audio,4K60 1:8 Scaling HDMI Splitter - WyreStorm,primary-hardware,review,false,,,,Audio,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SR-10G-MM-SFPP,10G SFP+ Multimode Transceiver - WyreStorm,General AV,10G SFP+ Multimode Transceiver - WyreStorm,endpoint-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SR-1G-MM-SFP,1G SFP Multimode Transceiver - WyreStorm,General AV,1G SFP Multimode Transceiver - WyreStorm,endpoint-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-0204-VW,4K60Hz 4-Output Video Wall Processor - WyreStorm,Video Wall,4K60Hz 4-Output Video Wall Processor - WyreStorm,primary-hardware,review,false,,,,Video Wall,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-0206-VW,WyreStorm SW-0206-VW 4K60 Video Wall Processor,Video Wall,WyreStorm SW-0206-VW 4K60 Video Wall Processor,primary-hardware,review,false,,,,Video Wall,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-0401-H2,WyreStorm Essentials 4K60 4x1 HDMI Switcher - WyreStorm,Presentation switching,WyreStorm Essentials 4K60 4x1 HDMI Switcher - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-0X01-8K,WyreStorm Essentials 8K60 HDMI Switcher - WyreStorm,Presentation switching,WyreStorm Essentials 8K60 HDMI Switcher - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-120-TX3,Synergy 2-input 4K60Hz HDBaseT 3.0 Switching Transmitter with USB-C Charging and CEC Trigger - WyreStorm,Presentation switching,Synergy 2-input 4K60Hz HDBaseT 3.0 Switching Transmitter with USB-C Charging and CEC Trigger - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-120-TX3-UK,Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm,Presentation switching,Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-120-TX3-US,Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm,Presentation switching,Synergy 2-Input 4K60Hz HDBaseT 3.0 In-Wall Transmitter - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-130-TX,35m 4K HDBaseT Receiver with USB - WyreStorm,Presentation switching,35m 4K HDBaseT Receiver with USB - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-130-TX-UK,3-Input In-wall HDBaseT Transmitter (2-gang UK) - WyreStorm,Presentation switching,3-Input In-wall HDBaseT Transmitter (2-gang UK) - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-130-TX-US,3-Input In-wall HDBaseT Transmitter (2-gang US) - WyreStorm,Presentation switching,3-Input In-wall HDBaseT Transmitter (2-gang US) - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-220-TX-W,Wireless Presentation System for Seamless Presentations,Presentation switching,Wireless Presentation System for Seamless Presentations,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-510-TX,Synergy TM 4-input 4K60Hz 4:2:0 HDBaseT TM Switcher,HDBaseT extender,Synergy TM 4-input 4K60Hz 4:2:0 HDBaseT TM Switcher,primary-hardware,review,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-515-RX,Synergy TM 3-input 4K60Hz 4:2:0 HDBaseT TM Switching Receiver,HDBaseT extender,Synergy TM 3-input 4K60Hz 4:2:0 HDBaseT TM Switching Receiver,primary-hardware,review,false,,,,HDBaseT extender,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-540-TX-W,4x2 4K HDBaseT Switcher with Wireless Casting - WyreStorm,Presentation switching,4x2 4K HDBaseT Switcher with Wireless Casting - WyreStorm,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-620-TX-W,Wireless Conferencing Solutions for Seamless Communication,Presentation switching,Wireless Conferencing Solutions for Seamless Communication,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SW-640L-TX-W,Wireless Conferencing Solutions for Seamless Communication,Presentation switching,Wireless Conferencing Solutions for Seamless Communication,primary-hardware,review,false,,,,Presentation switching,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SWX-100-HDBT3,SW-120-TX3 Transmitter and RX3-100 Receiver Kit - WyreStorm,Extension,SW-120-TX3 Transmitter and RX3-100 Receiver Kit - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SWX-100-IW-UK,In-Wall Kit with the SW-120-TX3-UK Transmitter and RX3-100 Receiver - WyreStorm,Extension,In-Wall Kit with the SW-120-TX3-UK Transmitter and RX3-100 Receiver - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SWX-100-IW-US,In-Wall Kit with the SW-120-TX3-US Transmitter and RX3-100 Receiver - WyreStorm,Extension,In-Wall Kit with the SW-120-TX3-US Transmitter and RX3-100 Receiver - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SWX-100-IW-UX,100m 4K60 HDBaseT 3.0 In-Wall KVM Extender with USB-C and HDMI,Extension,100m 4K60 HDBaseT 3.0 In-Wall KVM Extender with USB-C and HDMI,primary-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-CTL-HUB,IP to RS232/Relay/IR Protocol Converter - WyreStorm,General AV,IP to RS232/Relay/IR Protocol Converter - WyreStorm,system-controller,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KEY10,Synergy 10-button Keypad Controller - WyreStorm,General AV,Synergy 10-button Keypad Controller - WyreStorm,system-controller,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KIT-130-EU,In-Wall Presentation Kit with Control (EU) - WyreStorm,General AV,In-Wall Presentation Kit with Control (EU) - WyreStorm,primary-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KIT-130-US,In-Wall Presentation Kit with Control - WyreStorm,General AV,In-Wall Presentation Kit with Control - WyreStorm,primary-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KIT-510-EU,Advanced Presentation Kit with Control (EU) - WyreStorm,General AV,Advanced Presentation Kit with Control (EU) - WyreStorm,primary-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-KIT-510-US,Advanced Presentation Kit with Control - WyreStorm,General AV,Advanced Presentation Kit with Control - WyreStorm,primary-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-TOUCH10,"Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm",General AV,"Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm",system-controller,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
SYN-TOUCH10-V2,"Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm",General AV,"Synergy 10.1"" All-In-One Touchpad Controller - WyreStorm",system-controller,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TS-280-EU,"2.8"" Serial Control Color Touchscreen - WyreStorm",General AV,"2.8"" Serial Control Color Touchscreen - WyreStorm",system-controller,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TS-280-US,"2.8"" Serial Control Color Touchscreen - WyreStorm",General AV,"2.8"" Serial Control Color Touchscreen - WyreStorm",system-controller,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-35-IW,HDMI Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extension,HDMI Single Gang In-Wall HDBaseT Transmitter - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-35-IW-KVM,HDMI & USB Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extension,HDMI & USB Single Gang In-Wall HDBaseT Transmitter - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-35-IWC-KVM,USB C Single Gang In-Wall HDBaseT Transmitter - WyreStorm,Extension,USB C Single Gang In-Wall HDBaseT Transmitter - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-70-4K,70m 4K HDBaseT Transmitter - WyreStorm,Extension,70m 4K HDBaseT Transmitter - WyreStorm,endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-ADZ,"H2XC Card: HDMI In, HDMI Out - WyreStorm",Extension,"H2XC Card: HDMI In, HDMI Out - WyreStorm",endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-HDBT,"H2XC Card: 4K HDBaseT In, 4K HDBaseT Out, Mirrored HDMI Out - WyreStorm",Extension,"H2XC Card: 4K HDBaseT In, 4K HDBaseT Out, Mirrored HDMI Out - WyreStorm",endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-HDMI,"H2XC Card: HDMI In, 4K HDBaseT Out, Mirrored HDMI Out - WyreStorm",Extension,"H2XC Card: HDMI In, 4K HDBaseT Out, Mirrored HDMI Out - WyreStorm",endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-OM3,"H2XC Card: HDMI In, 4K60 Fiber Out, Mirrored HDMI Out - WyreStorm",Extension,"H2XC Card: HDMI In, 4K60 Fiber Out, Mirrored HDMI Out - WyreStorm",endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-H2X-VLC,"H2XC Card: HDMI In, 4K60 HDBaseT Out - WyreStorm",Extension,"H2XC Card: HDMI In, 4K60 HDBaseT Out - WyreStorm",endpoint-hardware,review,false,,,,Extension,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-SCL-HDBT,4K60Hz 4:2:0 HDBaseT TM Scaling Output Card for MX-1616-SCL,Matrix / routing,4K60Hz 4:2:0 HDBaseT TM Scaling Output Card for MX-1616-SCL,endpoint-hardware,review,false,,,,Matrix / routing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
TX-SCL-HDMI,4K60Hz 4:4:4HDMI Scaling Output Card for MX-1616-SCL,Matrix / routing,4K60Hz 4:4:4HDMI Scaling Output Card for MX-1616-SCL,endpoint-hardware,review,false,,,,Matrix / routing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
USB-HUB4,4-Port 5Gbps Superspeed USB 3.2 Hub,UC / conferencing,4-Port 5Gbps Superspeed USB 3.2 Hub,accessory,review,false,,,,UC / conferencing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
WYRERING,"Adapter Ring with USB-C, DisplayPort & Mini DisplayPort to HDMI with Cable Lock - WyreStorm",Cables,"Adapter Ring with USB-C, DisplayPort & Mini DisplayPort to HDMI with Cable Lock - WyreStorm",accessory,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
