"Selector","Occurrences","Files"
"body.wm-product-finder-active .wm-finder-redesign-page > .wingman-page-hero","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-finder-active .wingman-page-host","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] :is([class*=""draft""]","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] th","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] [data-wingman-page=""projects""] h1","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-draft-customer","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""mx-auto""])","2","src\wingman2\styles\wingman-style-stack.css"
".wm-filter-strip","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""compare""] main[data-wingman-page=""compare""] :is(.compare-stepper","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-finder-active .finder-field","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""Stepper""])","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-finder-active .finder-search-control","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-finder-active .finder-field select","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-finder-active .finder-path-hint","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""Stepper""]) > *","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""text-center""])","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""justify-center""])","2","src\wingman2\styles\wingman-style-stack.css"
".wm-route-compare main[data-wingman-page=""compare""] :is(.compare-stepper","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-finder-active .wm-finder-quickstart > div:first-child","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-finder-active .finder-active-step-panel > div:first-child","2","src\wingman2\styles\wingman-style-stack.css"
".wm-compare-page .compare-native-result-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-compare-page .compare-native-product-card--best","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""data-manager""] .wingman-workspace main.wm-page.wm-data-manager-page > section.wm-section-card.wm-data-quality-summary:first-of-type","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-compare-page .compare-native-core-matrix","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-page .wm-product-pitch-result-sku","2","src\wingman2\styles\wingman-style-stack.css"
".wm-compare-page .compare-native-core-facts","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-page .wm-product-pitch-result-prelude","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-page .wm-product-pitch-result-name","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-page .wm-product-pitch-empty-state","2","src\wingman2\styles\wingman-style-stack.css"
".wm-compare-page .compare-native-best-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-result-family","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-result-name","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wingman-page-host h1","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""Help""]","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""action""]","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-projects-page h1","2","src\wingman2\styles\wingman-style-stack.css"
".wm-chip-strip)","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] main h1","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] [data-wingman-page=""projects""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-compare-page .compare-native-core-matrix-heading","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-page .wm-product-pitch-result-card","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""Action""])","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-safety-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-page .wm-product-pitch-result-header","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-finder-active .finder-step-footer","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-current-result","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-current-result__layout","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-current-result__summary","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-product-pitch-page[data-product-pitch-view=""workspace""] .wm-product-pitch-safety-grid","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-product-pitch-page[data-product-pitch-view=""selector""] .wm-product-pitch-empty-state","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""call-coach""] .wm-section-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host .wm-navhub-hero [class*=""title""]","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-product-pitch-page[data-product-pitch-view=""selector""] .wm-product-pitch-selector","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-product-pitch-page[data-product-pitch-view=""selector""]","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-current-result__footer","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host .wm-navhub-page","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host .wm-navhub-hero","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-composer","2","src\wingman2\styles\wingman-style-stack.css"
".wm-route-call-coach main.wm-page > div > article","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-message-user","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-family-layout","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""call-coach""] main.wm-page > div > section","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-send","2","src\wingman2\styles\wingman-style-stack.css"
".wm-route-call-coach .wm-section-card","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-title-stack > small","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-drawer-header","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-message","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""call-coach""] main.wm-page > div > article","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-close","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-pitch-page-open .wm-product-pitch-family-panel","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-filter-panel","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-filter-panel .wm-template-search","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host [class*=""navhub-card""]","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-pitch-page-open .wm-product-pitch-result-table","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host [class*=""NavHubCard""]","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-pitch-page-open .wm-product-pitch-page","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-filter-panel .wm-template-filter-strip","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""compare""] main.wm-compare-page","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
".wm-template-filter-panel .wm-template-filter-group[aria-label=""Vertical filter""]","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-pitch-page-open .wm-product-pitch-result-prelude","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-pitch-page-open .wm-product-pitch-empty-state","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-select-shell .wm-pcc-grid","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-pitch-page-open .wm-product-pitch-result-card > span::before","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host .wm-navhub-page > div > section","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-select-shell .wm-pcc-product","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host [class*=""navhub""][class*=""grid""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-select-shell .wm-pcc-grid.wm-pcc-product-mode","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host .wm-navhub-page > div > a","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host .wm-navhub-card","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-pitch-page-open .wm-product-pitch-result-list","2","src\wingman2\styles\wingman-style-stack.css"
"body.wm-product-pitch-page-open .wm-product-pitch-result-status","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wingman-page-host .wm-navhub-page > div > article","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-pitch-result-prelude) .wm-product-pitch-result-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""compare""] .compare-compact-result__footnotes","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-compact-result__product--wyrestorm","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-requirements-body","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-native-option-footnote","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-shortlist__grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-shortlist__heading","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-shortlist","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-sku-action-copy","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-sku-heading p","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-selected-brand","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-native-sku-stage","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-panel-heading","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-sku-actions > button","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-sku-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-sku-lookup :where(input","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""visual-studio""] ) .wm-vs-toolbar-actions button","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""visual-studio""] ) .wm-vs-toolbar-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""visual-studio""] ) .wm-vs-canvas-toolbar","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-compact-stepbar","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-route-choice-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-route-planner-head","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-compact-step-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""visual-studio""] ) .wm-vs-layout","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-result-view-switcher","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-result-guide","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""data-manager""] .wm-data-quality-metric strong","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-shortlist__grid.compare-native-option-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""visual-studio""] ) .wm-vs-header","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-product-info-card__facts","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .compare-product-info-card.compare-native-option-card","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""data-manager""] .wm-data-search","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""data-manager""] .wm-data-table-card h2","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""data-manager""] .wm-data-table-card p","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-form-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-requirements-grid > a","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-requirements-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-field textarea","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-step-heading p","2","src\wingman2\styles\wingman-workflow-theme.css"
"@media (max-width: 960px)","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-summary-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-option.is-selected .wm-discovery-option-checkbox","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-multi-select-note","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-wizard-layout","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-wizard-header","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-client-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-step.is-complete","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-step.is-active","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-step","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-step.is-active .wm-compare-step-number","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-step-copy small","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-step-copy strong","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-step.is-complete .wm-compare-step-number","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""compare""] .wm-compare-step-rail","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-bom-table td","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-bom-table th","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-bom-heading p","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-final-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""data-manager""] .wm-data-quality-metric span","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-navigation > span","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""proposal""] .wm-proposal-navigation","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card-meta","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card-visual .wm-badge","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card-visual svg","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card-purpose strong","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card:focus .wm-solution-card-body","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card:focus-within .wm-solution-card-body","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card:hover .wm-solution-card-body","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card-visual","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-market-rail","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-browser","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-header","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-market-rail h2","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card:hover","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-results-heading > p","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-impact-panel button","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-editor select","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-editor input","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-editor>footer","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-before-after","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-form-section label.is-wide","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-form-section>div","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-toolbar select","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card:focus .wm-template-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card:focus-within .wm-template-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card:hover .wm-template-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-solution-card .wm-template-actions .wm-button-primary","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-toolbar","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-manager-header","2","src\wingman2\styles\wingman-workflow-theme.css"
"@media (max-width: 1179px)","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-equipment-toolbar","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-equipment-scope-switcher","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-tab-row","2","src\wingman2\styles\wingman-workflow-theme.css"
"@media(max-width:1100px)","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-card-icon","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-start-guide","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-templates-page","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-header-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-route-exception-choice-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-route-distance-visual > span:last-child","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-route-distance-visual","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-route-exception-fields","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-header-row","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-route-advanced-panel > header small","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-route-advanced-panel > header","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-market-rail h2","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-market-rail","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-template-browser","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-market-rail button","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-personalisation-form textarea","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-template-preview-split","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-solution-card-grid","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-template-stages","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-filter-group","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-start-note","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-start-guide p","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-card-fit","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-solution-header","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-manage-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""templates""] .wm-template-actions","2","src\wingman2\styles\wingman-workflow-theme.css"
".compare-decision-button--partial.is-selected","2","src\wingman2\styles\wingman-style-stack.css"
".compare-decision-button--good.is-selected","2","src\wingman2\styles\wingman-style-stack.css"
".compare-decision-button--neutral","2","src\wingman2\styles\wingman-style-stack.css"
".compare-decision-button--alternative.is-selected","2","src\wingman2\styles\wingman-style-stack.css"
".compare-compact-result__headline","2","src\wingman2\styles\wingman-style-stack.css"
".compare-decision-button--reject.is-selected","2","src\wingman2\styles\wingman-style-stack.css"
".compare-decision-button--review.is-selected","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""compare""] .compare-decision-button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-data-manager-page .wm-data-table-card","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-data-manager-page .wm-data-table-scroll","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""home""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-grid","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-project-grid","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""home""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-rail-copy","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-rail-copy","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""home""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-project-grid","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""] .compare-compact-result__products","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""] .compare-native-best-card","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""] .compare-result-toolbar__actions .wm-ui-button","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
"main.wm-compare-page[data-compare-state=""result""] .compare-compact-result__arrow","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""] #compare-result-panel-cards .wm-showdown__face-off","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""] .compare-result-tabs__button","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""] .compare-result-tabs","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""] .compare-result-toolbar h1","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
".compare-compact-result__reason","2","src\wingman2\styles\wingman-style-stack.css"
".compare-compact-result__arrow","2","src\wingman2\styles\wingman-style-stack.css"
".compare-compact-result__products","2","src\wingman2\styles\wingman-style-stack.css"
".compare-compact-result__next","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""]","2","src\wingman2\styles\wingman-style-stack.css"
".compare-compact-next-action","2","src\wingman2\styles\wingman-style-stack.css"
".compare-compact-result__next ol","2","src\wingman2\styles\wingman-style-stack.css"
"@media (max-height: 760px) and (min-width: 1181px)","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-intent","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-section-head .wm-section-title","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-mobile-shade","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-page.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-main","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wm-dashboard-shell[data-wingman-page=""home""]","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-dashboard-shell[data-wingman-page=""home""] section.wm-dashboard-projects-section .wm-dashboard-project-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-continue-action","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-flow-step:not(:last-child)::after","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-brand-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-command-copy","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-primary-action","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-project-readiness","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-progress-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-secondary-action","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""home""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-resume-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-resume-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""home""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-main","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-section","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-data-manager-page .wm-data-table-scroll td > span","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""home""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-section","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wm-dashboard-shell[data-wingman-page=""home""] .wm-dashboard-main","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wingman-app-main","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wingman-workspace .wingman-app-main","2","src\wingman2\styles\wingman-style-stack.css"
