"Path","Extension","Lines","KB"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\src\wingman2\pages\DiscoveryPage.tsx",".tsx","1644","61.63"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\src\wingman2\pages\DiscoveryPage.tsx",".tsx","1644","60.34"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_style_audit_fix_20260630-073901\src\wingman2\styles\wingman-redesign-theme.css",".css","1617","58.74"
".wingman-work\backups\20260811-125215\src\wingman2\lib\__fixtures__\productIntelligenceIndexSample.json",".json","1590","48.88"
".wingman-work\backups\20260811-125821\src\wingman2\lib\__fixtures__\productIntelligenceIndexSample.json",".json","1590","48.88"
".wingman-work\backups\20260811-125346\src\wingman2\lib\__fixtures__\productIntelligenceIndexSample.json",".json","1590","48.88"
"src\wingman2\lib\__fixtures__\productIntelligenceIndexSample.json",".json","1590","48.88"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\data\projectStore.ts",".ts","1555","50.66"
"archive\_wingman_backup_projectstore_timer_fix_20260614-084550\projectStore.ts",".ts","1555","50.69"
"archive\_wingman_backup_compare_pre_commit_cleanup_20260614-084236\src\wingman2\data\projectStore.ts",".ts","1555","50.66"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\projectStore.ts",".ts","1555","50.69"
"src\wingman2\pages\DiscoveryPage.tsx",".tsx","1545","59.17"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DiscoveryPage.tsx",".tsx","1545","59.17"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DiscoveryPage.tsx",".tsx","1545","59.17"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DiscoveryPage.tsx",".tsx","1545","59.17"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\__tests__\projectStore.test.ts",".ts","1538","44.42"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\apply-retire-finder-feature-sweep.mjs",".mjs","1531","53.68"
"public\product-call-card-copy-repair-audit.json",".json","1488","45.86"
".wingman-work\backups\20260811-125821\src\wingman2\data\productPositioningCards.ts",".ts","1467","135.73"
".wingman-work\backups\20260811-125215\src\wingman2\data\productPositioningCards.ts",".ts","1467","135.73"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\data\productPositioningCards.ts",".ts","1467","135.72"
".wingman-work\backups\20260811-125346\src\wingman2\data\productPositioningCards.ts",".ts","1467","135.73"
"src\wingman2\data\productPositioningCards.ts",".ts","1467","135.73"
".wingman-work\backups\20260811-125821\src\wingman2\components\ProposalCompletionWizard.tsx",".tsx","1444","45.89"
"src\wingman2\components\ProposalCompletionWizard.tsx",".tsx","1444","45.89"
".wingman-work\backups\20260811-125346\src\wingman2\components\ProposalCompletionWizard.tsx",".tsx","1444","45.89"
".wingman-work\backups\20260811-125215\src\wingman2\components\ProposalCompletionWizard.tsx",".tsx","1444","45.89"
"tools\rewrite-product-pitch-sales-desk.mjs",".mjs","1442","41.52"
".wingman-backups\camera-schematic-encoding-20260710-211343\visualStudioProductConnection.ts",".ts","1435","52.03"
"backups\product-pitch-workspace-flow-20260711-071314\ProductPitchPage.tsx",".tsx","1413","53.62"
"backups\product-pitch-selector-20260711-061121\ProductPitchPage.tsx",".tsx","1413","53.62"
"backups\product-pitch-bottom-layout-20260711-064913\ProductPitchPage.tsx",".tsx","1413","53.62"
"backups\product-pitch-overflow-20260711-063831\ProductPitchPage.tsx",".tsx","1413","53.62"
"server\product-intelligence-store.mjs",".mjs","1381","45.56"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\productPositioningCards.ts",".ts","1370","112.02"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareEligibilityEngine.ts",".ts","1346","53.08"
"src\wingman2\lib\compareEligibilityEngine.ts",".ts","1346","53.08"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareEligibilityEngine.ts",".ts","1346","53.08"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareEligibilityEngine.ts",".ts","1346","53.08"
"archive\_wingman_backup_abandoned_hardcoded_topology_planner_20260710-104121\src\wingman2\components\TopologyAwareTechnicalSchematic.tsx",".tsx","1334","26.24"
".wingman-work\backups\20260811-125215\src\wingman2\lib\projectTopology.ts",".ts","1320","48.5"
"src\wingman2\lib\projectTopology.ts",".ts","1320","48.5"
".wingman-work\backups\20260811-125821\src\wingman2\lib\projectTopology.ts",".ts","1320","48.5"
".wingman-work\backups\20260811-125346\src\wingman2\lib\projectTopology.ts",".ts","1320","48.5"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProductPitchPage.tsx",".tsx","1308","53.25"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProductPitchPage.tsx",".tsx","1308","53.25"
"src\wingman2\pages\ProductPitchPage.tsx",".tsx","1308","53.25"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProductPitchPage.tsx",".tsx","1308","53.25"
".wingman-backups\remove-product-pitch-room-visual-20260710-212457\ProductPitchPage.tsx",".tsx","1301","45.71"
".wingman-backups\remove-product-pitch-room-visual-v2-20260710-212645\ProductPitchPage.tsx",".tsx","1301","45.71"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareSpecEngine.ts",".ts","1293","47.99"
"src\wingman2\lib\compareSpecEngine.ts",".ts","1293","47.99"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareSpecEngine.ts",".ts","1293","47.99"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareSpecEngine.ts",".ts","1293","47.99"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\components\ProposalCompletionWizard.tsx",".tsx","1287","38.77"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\components\ProposalCompletionWizard.tsx",".tsx","1287","38.77"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\components\ProposalCompletionWizard.tsx",".tsx","1287","38.77"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanGuruDrawer.tsx",".tsx","1271","48.2"
".wingman-work\backups\20260811-125215\src\wingman2\pages\discovery\discoveryQuestions.ts",".ts","1266","55.87"
".wingman-work\backups\20260811-125821\src\wingman2\pages\discovery\discoveryQuestions.ts",".ts","1266","55.87"
"src\wingman2\pages\discovery\discoveryQuestions.ts",".ts","1266","55.87"
".wingman-work\backups\20260811-125346\src\wingman2\pages\discovery\discoveryQuestions.ts",".ts","1266","55.87"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\TemplatesPage.tsx",".tsx","1257","46.98"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\__tests__\recommendationEvidence.test.ts",".ts","1239","40.16"
"src\__tests__\recommendationEvidence.test.ts",".ts","1239","40.16"
".wingman-work\backups\20260811-125821\src\__tests__\recommendationEvidence.test.ts",".ts","1239","40.16"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\__tests__\recommendationEvidence.test.ts",".ts","1239","40.16"
".wingman-work\backups\20260811-125346\src\__tests__\recommendationEvidence.test.ts",".ts","1239","40.16"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\__tests__\recommendationEvidence.test.ts",".ts","1239","40.16"
".wingman-work\backups\20260811-125215\src\__tests__\recommendationEvidence.test.ts",".ts","1239","40.16"
"src\wingman2\lib\productStoryEngine.ts",".ts","1235","70.25"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productStoryEngine.ts",".ts","1235","70.25"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productStoryEngine.ts",".ts","1235","70.25"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productStoryEngine.ts",".ts","1235","70.25"
"src\wingman2\styles\wingman-reference-theme.css",".css","1222","32.56"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-reference-theme.css",".css","1222","32.56"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-reference-theme.css",".css","1222","32.56"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-reference-theme.css",".css","1222","32.56"
"archive\_wingman_backup_pre_commit_20260614-053254\src_wingman2_pages_ComparePageNew.tsx",".tsx","1190","51.82"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productTopology.ts",".ts","1171","37.54"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productTopology.ts",".ts","1171","37.54"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productTopology.ts",".ts","1171","37.54"
"src\wingman2\lib\productTopology.ts",".ts","1171","37.54"
"archive\_wingman_backup_compare_full_visible_skus_20260614-121739\ComparePageNew.tsx",".tsx","1160","39.55"
"archive\_wingman_backup_compare_visible_brand_skus_20260614-121122\ComparePageNew.tsx",".tsx","1160","39.55"
"archive\_wingman_backup_compare_visible_skus_direct_20260614-121400\ComparePageNew.tsx",".tsx","1160","39.55"
"archive\_wingman_backup_compare_lookup_visible_skus_20260614-121232\ComparePageNew.tsx",".tsx","1160","39.55"
"archive\_wingman_backup_compare_candidate_gate_retry_20260614-120831\ComparePageNew.tsx",".tsx","1159","39.53"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\__tests__\recommendationEvidence.test.ts",".ts","1159","34.56"
"archive\repo-cleanup-20260709-050830\root-artifacts\install.DISCARDED\wingman-redesign-theme.css",".css","1152","36.39"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\compareEligibilityEngine.ts",".ts","1142","43.36"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\competitorSpecRegistry.ts",".ts","1139","37.26"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProjectDetailPage.tsx",".tsx","1132","51.65"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProjectDetailPage.tsx",".tsx","1132","51.65"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProjectDetailPage.tsx",".tsx","1132","51.65"
"src\wingman2\pages\ProjectDetailPage.tsx",".tsx","1132","51.65"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_css_sidebar_fix_20260708-060426\wingman-style-stack.before-sidebar-fix.css",".css","1123","23.01"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_css_shell_fix_20260708-060626\wingman-style-stack.before-shell-fix.css",".css","1123","23.01"
".wingman-work\backups\20260811-125215\src\wingman2\pages\IngestPage.tsx",".tsx","1122","44.76"
"src\wingman2\pages\IngestPage.tsx",".tsx","1122","44.76"
".wingman-work\backups\20260811-125821\src\wingman2\pages\IngestPage.tsx",".tsx","1122","44.76"
".wingman-work\backups\20260811-125346\src\wingman2\pages\IngestPage.tsx",".tsx","1122","44.76"
"archive\_wingman_backup_compare_remove_datalist_20260614-115320\ComparePageNew.tsx",".tsx","1120","38.25"
"archive\_wingman_backup_compare_datalist_line_cleanup_20260614-115428\ComparePageNew.tsx",".tsx","1120","38.25"
"archive\_wingman_backup_remove_datalist_exact_20260614-115903\ComparePageNew.tsx",".tsx","1120","38.25"
"archive\_wingman_backup_compare_marker_fix_20260614-114645\ComparePageNew.tsx",".tsx","1119","38.17"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorProductIntelligence.ts",".ts","1109","45.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorProductIntelligence.ts",".ts","1109","45.22"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorProductIntelligence.ts",".ts","1109","45.22"
"src\wingman2\lib\competitorProductIntelligence.ts",".ts","1109","45.22"
"archive\_wingman_backup_compare_candidate_gate_20260614-120253\ComparePageNew.tsx",".tsx","1108","37.89"
"archive\_wingman_backup_compare_v5_20260614-102800\src\wingman2\pages\ComparePageNew.tsx",".tsx","1103","44.38"
"archive\_wingman_backup_compare_route_lock_20260614-102158\src\wingman2\pages\ComparePageNew.tsx",".tsx","1103","44.38"
"archive\backups\presales-priority-1-5-2026-06-08_10-20-58\src\wingman2\pages\ProductPitchPage.tsx",".tsx","1094","35.07"
".wingman-work\backups\20260811-125215\src\wingman2\pages\VideowallBuilderPage.tsx",".tsx","1093","48.68"
".wingman-work\backups\20260811-125821\src\wingman2\pages\VideowallBuilderPage.tsx",".tsx","1093","48.68"
".wingman-work\backups\20260811-125346\src\wingman2\pages\VideowallBuilderPage.tsx",".tsx","1093","48.68"
"src\wingman2\pages\VideowallBuilderPage.tsx",".tsx","1093","48.68"
".wingman-backups\discovery-unified-comms-20260717-115545\wingman-discovery-uc-patcher.cjs",".cjs","1087","45"
".wingman-backups\discovery-unified-comms-20260717-115522\wingman-discovery-uc-patcher.cjs",".cjs","1087","45"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\pages\ComparePageNew.tsx",".tsx","1081","43.29"
"archive\_wingman_backup_compare_marker_fix_20260614-085133\ComparePageNew.tsx",".tsx","1081","43.29"
"archive\_wingman_backup_compare_pre_commit_cleanup_20260614-084236\src\wingman2\pages\ComparePageNew.tsx",".tsx","1081","43.29"
"archive\_wingman_backup_compare_direct_map_20260614-083546\src\wingman2\pages\ComparePageNew.tsx",".tsx","1080","43.17"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_css_sidebar_fix_20260708-060333\wingman-style-stack.before-sidebar-fix.css",".css","1067","21.6"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ProductFamilyPage.tsx",".tsx","1053","48.93"
"src\wingman2\pages\ProductFamilyPage.tsx",".tsx","1053","48.93"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ProductFamilyPage.tsx",".tsx","1053","48.93"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\pages\ComparePageNew.tsx",".tsx","1053","45.73"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ProductFamilyPage.tsx",".tsx","1053","48.93"
"archive\_wingman_backup_compare_start_cleanup_20260613-214227\src\wingman2\pages\ComparePageNew.tsx",".tsx","1051","45.61"
"archive\_wingman_backup_remove_compare_matrix_stage_20260613-214049\src\wingman2\pages\ComparePageNew.tsx",".tsx","1049","45.49"
"archive\_wingman_backup_compare_direct_results_20260613-213828\src\wingman2\pages\ComparePageNew.tsx",".tsx","1047","45.36"
".wingman-backups\discovery-unified-comms-20260717-115102\wingman-discovery-uc-patcher.cjs",".cjs","1047","43.07"
"server\routes\agents.mjs",".mjs","1046","32.37"
"archive\_wingman_backup_replace_compare_page_20260613-214821\src\wingman2\pages\ComparePageNew.tsx",".tsx","1045","45.21"
"archive\_wingman_backup_compare_layout_reset_20260613-211633\src\wingman2\pages\ComparePageNew.tsx",".tsx","1045","45.26"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\wingman2\lib\productStoryEngine.ts",".ts","1044","62.04"
"archive\_wingman_backup_wireless_compare_intelligence_20260613-211150\src\wingman2\pages\ComparePageNew.tsx",".tsx","1043","45.11"
"archive\_wingman_backup_remove_compare_matrix_clean_20260613-214621\src\wingman2\pages\ComparePageNew.tsx",".tsx","1043","45.09"
"archive\_wingman_backup_simplify_compare_results_20260613-210000\src\wingman2\pages\ComparePageNew.tsx",".tsx","1041","44.99"
"archive\_wingman_backup_compare_shortlist_20260613-202323\src\wingman2\pages\ComparePageNew.tsx",".tsx","1032","44.49"
"archive\_wingman_backup_compare_marker_compat_20260613-203747\src\wingman2\pages\ComparePageNew.tsx",".tsx","1032","44.51"
