"Path","Extension","Lines","KB"
".wingman-backups\dashboard-guru-20260712-092537\src\__tests__\singleGuruEntryPoint.test.ts",".ts","189","6.56"
".wingman-work\backups\20260811-125215\src\wingman2\lib\projectRequirements.ts",".ts","189","6.42"
".wingman-work\backups\20260811-125821\src\wingman2\lib\projectRequirements.ts",".ts","189","6.42"
".wingman-work\backups\20260811-125346\src\wingman2\lib\projectRequirements.ts",".ts","189","6.42"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-products-light-graphics.css",".css","188","5.99"
"src\wingman2\styles\wingman-products-light-graphics.css",".css","188","5.99"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-products-light-graphics.css",".css","188","5.99"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-products-light-graphics.css",".css","188","5.99"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanViewportFitControl.tsx",".tsx","187","6.4"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanRuntimeDensityController.disabled.tsx",".tsx","187","6.34"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioProductConnection.test.ts",".ts","186","7.45"
"src\wingman2\lib\visualStudioProductConnection.test.ts",".ts","186","7.45"
"tools\audit-wyrestorm-technical-data.mjs",".mjs","186","7.02"
"tools\product-update-utils.mjs",".mjs","186","4.66"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioProductConnection.test.ts",".ts","186","7.45"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioProductConnection.test.ts",".ts","186","7.45"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_visual_utility_migration_20260630-082229\package.json",".json","185","13.97"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCheatSheet.ts",".ts","184","8.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCheatSheet.ts",".ts","184","8.22"
"src\wingman2\types\productPositioning.ts",".ts","184","4.58"
"src\wingman2\lib\productCheatSheet.ts",".ts","184","8.22"
".wingman-work\backups\20260811-125215\src\wingman2\types\productPositioning.ts",".ts","184","4.58"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCheatSheet.ts",".ts","184","8.22"
".wingman-work\backups\20260811-125346\src\wingman2\types\productPositioning.ts",".ts","184","4.58"
".wingman-work\backups\20260811-125821\src\wingman2\types\productPositioning.ts",".ts","184","4.58"
".wingman-work\backups\20260811-125346\src\wingman2\pages\ComparePageNew.advanced.realCatalog.test.ts",".ts","183","8.07"
".wingman-work\backups\20260811-125215\src\wingman2\pages\ComparePageNew.advanced.realCatalog.test.ts",".ts","183","8.07"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_page_markup_migration_20260630-074900\package.json",".json","183","13.78"
"src\wingman2\pages\ComparePageNew.advanced.realCatalog.test.ts",".ts","183","8.07"
".wingman-work\backups\20260811-125821\src\wingman2\pages\ComparePageNew.advanced.realCatalog.test.ts",".ts","183","8.07"
"data\schemas\competitor-match-decision.schema.json",".json","182","5.34"
"tools\check-wingman-navigation-consolidation.mjs",".mjs","182","5.9"
".wingman-work\backups\20260811-125821\src\__tests__\productFamilyShortlistRanking.test.ts",".ts","181","5.62"
"src\wingman2\styles\wingman-product-tools-visual-weight.css",".css","181","5.42"
"archive\_wingman_backup_guru_movable_20260614-050939\src\wingman2\components\guru\GuruHelper.tsx",".tsx","181","4.2"
".wingman-work\backups\20260811-125821\src\wingman2\styles\wingman-product-tools-visual-weight.css",".css","181","5.42"
"src\__tests__\productFamilyShortlistRanking.test.ts",".ts","181","5.62"
".wingman-work\backups\20260811-125346\src\__tests__\productFamilyShortlistRanking.test.ts",".ts","181","5.62"
".wingman-work\backups\20260811-125215\src\wingman2\styles\wingman-product-tools-visual-weight.css",".css","181","5.42"
"server\competitor\resolve-match.classification.test.mjs",".mjs","181","7.47"
".wingman-work\backups\20260811-125346\src\wingman2\styles\wingman-product-tools-visual-weight.css",".css","181","5.42"
"tools\audit-room-template-advisor.mjs",".mjs","181","6.47"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_style_audit_fix_20260630-073901\package.json",".json","181","14.18"
".wingman-work\backups\20260811-125215\src\__tests__\productFamilyShortlistRanking.test.ts",".ts","181","5.62"
".wingman-work\backups\20260811-125346\src\wingman2\components\AVSignalFlowDiagram.tsx",".tsx","180","6.88"
"tools\audit-competitor-technical-spec-completeness.mjs",".mjs","180","6.93"
".wingman-work\backups\20260811-125215\src\wingman2\components\AVSignalFlowDiagram.tsx",".tsx","180","6.88"
".wingman-work\backups\20260811-125821\src\wingman2\components\AVSignalFlowDiagram.tsx",".tsx","180","6.88"
"src\wingman2\components\AVSignalFlowDiagram.tsx",".tsx","180","6.88"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productToolsVisualWeight.ts",".ts","179","4.61"
"src\wingman2\lib\productToolsVisualWeight.ts",".ts","179","4.61"
"archive\backups\product-call-cards-phase1b-2026-06-07-20-15-24\src\wingman2\pages\productCallCards\ProductCallCardsProductPage.tsx",".tsx","179","5.85"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productToolsVisualWeight.ts",".ts","179","4.61"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productToolsVisualWeight.ts",".ts","179","4.61"
"archive\_wingman_backup_compare_sku_filter_state_guard_20260615-122531\src\wingman2\components\workflow\CompareActualSkuAlphaFilterNormalizer.tsx",".tsx","179","4.98"
".wingman-work\backups\20260811-125821\src\wingman2\lib\roomTemplatePlaceholders.ts",".ts","178","9.4"
".wingman-work\backups\20260811-125215\src\wingman2\lib\roomTemplatePlaceholders.ts",".ts","178","9.4"
"src\wingman2\lib\roomTemplatePlaceholders.ts",".ts","178","9.4"
".wingman-work\backups\20260811-125346\src\wingman2\lib\roomTemplatePlaceholders.ts",".ts","178","9.4"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\discoveryClearProjectGuard.ts",".ts","177","5.44"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productTopology.test.ts",".ts","177","5.26"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productTopology.test.ts",".ts","177","5.26"
"src\wingman2\lib\productTopology.test.ts",".ts","177","5.26"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productTopology.test.ts",".ts","177","5.26"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\rigorousCompare.ts",".ts","176","6.59"
"archive\backups\product-call-cards-multistep-workflow-2026-06-08_11-33-38\src\wingman2\pages\productCallCards\ProductCallCardsSetupPage.tsx",".tsx","176","5.52"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\compare\CompareSpecificationMatrix.tsx",".tsx","176","6.23"
"tools\check-template-signal-path.mjs",".mjs","176","7.29"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\api\wingmanApi.ts",".ts","176","4.71"
".wingman-work\backups\20260811-125346\src\__tests__\discovery-source-uc-topology.test.ts",".ts","175","6.35"
"src\__tests__\discovery-source-uc-topology.test.ts",".ts","175","6.35"
"tools\fix-wingman-scroll-and-disabled-button-contrast.mjs",".mjs","175","5.2"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productRoleResolution.test.ts",".ts","175","6.77"
".wingman-work\backups\20260811-125821\src\__tests__\discovery-source-uc-topology.test.ts",".ts","175","6.35"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productRoleResolution.test.ts",".ts","175","6.77"
"src\wingman2\lib\productRoleResolution.test.ts",".ts","175","6.77"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productRoleResolution.test.ts",".ts","175","6.77"
".wingman-work\backups\20260811-125215\src\__tests__\discovery-source-uc-topology.test.ts",".ts","175","6.35"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\projectRequirements.ts",".ts","174","5.88"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\compareEquivalenceGuard.ts",".ts","173","6.43"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\components\compare\CompareSimpleResultsGuard.tsx",".tsx","173","5.35"
"tools\compact-room-templates-page-safe.mjs",".mjs","172","5.39"
".wingman-work\backups\20260811-125215\vite.config.ts",".ts","172","6.48"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\check-wingman-page-markup-migration.mjs",".mjs","172","5.25"
".wingman-work\backups\20260811-125346\src\wingman2\components\ProductMediaPanel.tsx",".tsx","172","5.16"
"src\wingman2\components\ProductMediaPanel.tsx",".tsx","172","5.16"
".wingman-work\backups\20260811-125821\vite.config.ts",".ts","172","6.48"
".wingman-work\backups\20260811-125215\src\wingman2\components\ProductMediaPanel.tsx",".tsx","172","5.16"
".wingman-work\backups\20260811-125821\src\wingman2\components\AdminProductRecordEditor.tsx",".tsx","172","6.9"
".wingman-work\backups\20260811-125215\src\wingman2\components\AdminProductRecordEditor.tsx",".tsx","172","6.9"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\check-wingman-page-markup-migration.mjs",".mjs","172","5.25"
".wingman-work\backups\20260811-125346\src\wingman2\components\AdminProductRecordEditor.tsx",".tsx","172","6.9"
".wingman-work\backups\20260811-125346\vite.config.ts",".ts","172","6.48"
"src\wingman2\components\AdminProductRecordEditor.tsx",".tsx","172","6.9"
"vite.config.ts",".ts","172","6.48"
"archive\_wingman_backup_compare_more_button_20260615-203726\productPositioningAutofillBridge.ts",".ts","172","5.3"
"tools\audit-product-technical-spec-completeness.mjs",".mjs","172","6.55"
".wingman-work\backups\20260811-125821\src\wingman2\components\ProductMediaPanel.tsx",".tsx","172","5.16"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\check-wingman-page-markup-migration.mjs",".mjs","172","5.25"
"tools\guard-wingman-css-imports.mjs",".mjs","172","4.9"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\components\compare\CompareDirectResultsGuard.tsx",".tsx","171","4.99"
"tools\fix-product-intelligence-review-chip-contrast-hard.mjs",".mjs","170","7.2"
".wingman-backups\dashboard-guru-20260712-092949\src\__tests__\singleGuruEntryPoint.test.ts",".ts","168","4.36"
".wingman-work\backups\20260811-125215\src\wingman2\components\ProposalCompletionWizard.test.tsx",".tsx","168","6.04"
".wingman-work\backups\20260811-125346\src\wingman2\components\ProposalCompletionWizard.test.tsx",".tsx","168","6.04"
"src\wingman2\lib\documentExtract.ts",".ts","168","5.44"
"src\wingman2\components\ProposalCompletionWizard.test.tsx",".tsx","168","6.04"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\pages\SalesHelperPage.tsx",".tsx","168","6.18"
".wingman-work\backups\20260811-125346\src\wingman2\lib\documentExtract.ts",".ts","168","5.44"
".wingman-work\backups\20260811-125821\src\wingman2\components\ProposalCompletionWizard.test.tsx",".tsx","168","6.04"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\pages\SalesHelperPage.tsx",".tsx","168","6.18"
".wingman-work\backups\20260811-125821\src\wingman2\lib\documentExtract.ts",".ts","168","5.44"
".wingman-work\backups\20260811-125215\src\wingman2\lib\documentExtract.ts",".ts","168","5.44"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\pages\SalesHelperPage.tsx",".tsx","168","6.18"
"tools\infer-usb-standard.mjs",".mjs","167","7.06"
"archive\_wingman_backup_before_compare_restore_20260614-052137\src_wingman2_components_compare_CompareRemoveMatrixLayer.tsx",".tsx","167","5.47"
"archive\backups\dpr-aware-viewport-scaling-2026-06-08_12-41-13\src\wingman2\components\WingmanViewportFitControl.tsx",".tsx","167","5.3"
"archive\backups\product-call-cards-phase1c-product-dashboard-2026-06-07-20-22-17\src\wingman2\pages\productCallCards\ProductCallCardsProductPage.tsx",".tsx","167","5.48"
"tools\check-dependency-audit.mjs",".mjs","166","6.33"
"tools\force-product-intelligence-chip-dark-source.mjs",".mjs","165","5.99"
".wingman-work\backups\20260811-125821\src\wingman2\components\compare\BattleCard.tsx",".tsx","165","5.74"
".wingman-work\backups\20260811-125346\src\wingman2\components\compare\BattleCard.tsx",".tsx","165","5.74"
"src\wingman2\components\compare\BattleCard.tsx",".tsx","165","5.74"
".wingman-work\backups\20260811-125215\src\wingman2\components\compare\BattleCard.tsx",".tsx","165","5.74"
".wingman-work\backups\20260811-125215\src\wingman2\lib\discoverySystemDesign.test.ts",".ts","164","5.91"
"src\__tests__\discoveryWorkflowRendered.test.tsx",".tsx","164","6.92"
".wingman-work\backups\20260811-125821\src\__tests__\discoveryWorkflowRendered.test.tsx",".tsx","164","6.92"
".wingman-work\backups\20260811-125346\src\wingman2\lib\discoverySystemDesign.test.ts",".ts","164","5.91"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\__tests__\discoveryWorkflowRendered.test.tsx",".tsx","164","6.86"
"src\wingman2\lib\discoverySystemDesign.test.ts",".ts","164","5.91"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\__tests__\discoveryWorkflowRendered.test.tsx",".tsx","164","6.86"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\__tests__\discoveryWorkflowRendered.test.tsx",".tsx","164","6.86"
"archive\_wingman_backup_compare_more_button_20260615-203726\compareMoreButtonBridge.ts",".ts","164","5.1"
".wingman-work\backups\20260811-125821\src\wingman2\lib\discoverySystemDesign.test.ts",".ts","164","5.91"
".wingman-work\backups\20260811-125346\src\__tests__\discoveryWorkflowRendered.test.tsx",".tsx","164","6.92"
".wingman-work\backups\20260811-125215\src\__tests__\discoveryWorkflowRendered.test.tsx",".tsx","164","6.92"
"tools\check-wingman-page-markup-migration.mjs",".mjs","163","4.91"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\discovery\outputPreviewEnhancer.ts",".ts","163","5.34"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\SalesToneQuickSetter.tsx",".tsx","163","4.97"
".wingman-work\backups\20260811-125346\src\__tests__\wingmanEndToEndAvDesignScenarios.test.ts",".ts","162","6.96"
".wingman-work\backups\20260811-125821\src\__tests__\finderProductFamilyRenderedFlow.test.tsx",".tsx","162","4.59"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\NavigationHubPages.tsx",".tsx","162","7.56"
"archive\backups\presales-priority-1-5-2026-06-08_10-20-58\src\wingman2\pages\NavigationHubPages.tsx",".tsx","162","7.5"
".wingman-work\backups\20260811-125821\src\__tests__\wingmanEndToEndAvDesignScenarios.test.ts",".ts","162","6.96"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productFamilyShortlistRanking.ts",".ts","162","4.24"
".wingman-work\backups\20260811-125215\src\__tests__\wingmanEndToEndAvDesignScenarios.test.ts",".ts","162","6.96"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productFamilyShortlistRanking.ts",".ts","162","4.24"
".wingman-work\backups\20260811-125215\src\__tests__\finderProductFamilyRenderedFlow.test.tsx",".tsx","162","4.59"
"src\__tests__\wingmanEndToEndAvDesignScenarios.test.ts",".ts","162","6.96"
"src\__tests__\finderProductFamilyRenderedFlow.test.tsx",".tsx","162","4.59"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productFamilyShortlistRanking.ts",".ts","162","4.24"
".wingman-work\backups\20260811-125346\src\__tests__\finderProductFamilyRenderedFlow.test.tsx",".tsx","162","4.59"
"src\wingman2\lib\productFamilyShortlistRanking.ts",".ts","162","4.24"
".wingman-work\backups\20260811-125215\src\wingman2\lib\diagramMermaid.ts",".ts","161","4.3"
".wingman-work\backups\20260811-125821\src\wingman2\lib\diagramMermaid.ts",".ts","161","4.3"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\types\productPositioning.ts",".ts","161","4.38"
"src\wingman2\lib\diagramMermaid.ts",".ts","161","4.3"
".wingman-work\backups\20260811-125346\src\wingman2\lib\diagramMermaid.ts",".ts","161","4.3"
"src\wingman2\pages\DataManagerPage.tsx",".tsx","161","21.02"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\DashboardPage.tsx",".tsx","160","5.21"
"archive\backups\product-call-cards-multistep-workflow-2026-06-08_11-33-38\src\wingman2\pages\productCallCards\ProductCallCardsShell.tsx",".tsx","159","4.49"
".wingman-work\backups\20260811-125346\src\wingman2\pages\SupportPage.tsx",".tsx","159","5.49"
".wingman-work\backups\20260811-125821\src\wingman2\pages\SupportPage.tsx",".tsx","159","5.49"
".wingman-work\backups\20260811-125215\src\wingman2\pages\SupportPage.tsx",".tsx","159","5.49"
"src\wingman2\pages\SupportPage.tsx",".tsx","159","5.49"
"archive\_wingman_backup_wire_shortlist_runtime_20260614-075018\src\wingman2\lib\compareEngineRuntimeScenarios.test.ts",".ts","158","4.09"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\AVSignalFlowDiagram.tsx",".tsx","158","6.31"
"archive\_wingman_backup_shortlist_stabilise_20260614-075216\src\wingman2\lib\compareEngineRuntimeScenarios.test.ts",".ts","158","4.09"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormSkuBusinessStatus.ts",".ts","156","5.51"
"src\wingman2\lib\wyrestormSkuBusinessStatus.ts",".ts","156","5.51"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormSkuBusinessStatus.ts",".ts","156","5.51"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormSkuBusinessStatus.ts",".ts","156","5.51"
"tools\reconcile-wyrestorm-lifecycle.mjs",".mjs","156","7.09"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\proposalExport.ts",".ts","154","8.57"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\templatesLandingDensity.ts",".ts","153","4.94"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\app\wingmanProductCallCardsCleanUi.ts",".ts","152","4.89"
".wingman-work\backups\20260811-125346\src\wingman2\lib\governedProductTechnicalData.test.ts",".ts","152","6.32"
"archive\backups\product-call-cards-phase1a-2026-06-07-20-08-19\src\wingman2\pages\productCallCards\ProductCallCardsProductPage.tsx",".tsx","152","4.92"
"src\wingman2\lib\governedProductTechnicalData.test.ts",".ts","152","6.32"
".wingman-work\backups\20260811-125215\src\wingman2\lib\governedProductTechnicalData.test.ts",".ts","152","6.32"
".wingman-work\backups\20260811-125821\src\wingman2\lib\governedProductTechnicalData.test.ts",".ts","152","6.32"
"archive\backups\product-call-cards-phase1d-language-level-2026-06-07-20-45-47\src\wingman2\pages\productCallCards\ProductCallCardsShell.tsx",".tsx","152","4.47"
"tools\import-wyrestorm-lifecycle-lists.mjs",".mjs","151","5.01"
".wingman-work\backups\20260811-125215\src\wingman2\lib\savedCompetitorSpecs.ts",".ts","150","4.65"
"src\wingman2\lib\competitorMatchDecisionLedger.test.ts",".ts","150","4.46"
".wingman-work\backups\20260811-125821\src\wingman2\lib\savedCompetitorSpecs.ts",".ts","150","4.65"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorMatchDecisionLedger.test.ts",".ts","150","4.46"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorMatchDecisionLedger.test.ts",".ts","150","4.46"
"archive\backups\schematic-builder-product-handoff-2026-06-08_11-21-02\src\wingman2\pages\VisualDesignStudioPage.tsx",".tsx","150","5.81"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorMatchDecisionLedger.test.ts",".ts","150","4.46"
"tools\lib\wingman-size-budgets.test.mjs",".mjs","150","5.38"
"src\wingman2\lib\savedCompetitorSpecs.ts",".ts","150","4.65"
".wingman-work\backups\20260811-125346\src\wingman2\lib\savedCompetitorSpecs.ts",".ts","150","4.65"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\transaction.json",".json","150","3.09"
"tools\fix-product-intelligence-review-status-chips.mjs",".mjs","149","5.93"
"src\wingman2\lib\governedCompareRuntime.test.ts",".ts","149","3.96"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\package.json",".json","149","10.21"
".wingman-work\backups\20260811-125821\src\wingman2\lib\governedCompareRuntime.test.ts",".ts","149","3.96"
".wingman-work\backups\20260811-125215\src\wingman2\lib\governedCompareRuntime.test.ts",".ts","149","3.96"
".wingman-work\backups\20260811-125346\src\wingman2\lib\governedCompareRuntime.test.ts",".ts","149","3.96"
".wingman-work\backups\20260811-125821\src\__tests__\productStoryCoverage.test.ts",".ts","148","6.11"
".wingman-work\backups\20260811-125215\src\__tests__\productStoryCoverage.test.ts",".ts","148","6.11"
"src\__tests__\productStoryCoverage.test.ts",".ts","148","6.11"
".wingman-work\backups\20260811-125346\src\__tests__\productStoryCoverage.test.ts",".ts","148","6.11"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\app\routeCatalog.ts",".ts","147","3.42"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\app\routeCatalog.ts",".ts","147","3.42"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\app\routeCatalog.ts",".ts","147","3.42"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\ResponsePackContextPanel.tsx",".tsx","146","6.19"
"src\__tests__\projectDetailRankingReasonRendered.test.tsx",".tsx","146","6.33"
".wingman-work\backups\20260811-125821\src\wingman2\app\routeCatalog.ts",".ts","146","3.41"
".wingman-work\backups\20260811-125821\src\wingman2\lib\salesConversationTone.ts",".ts","146","4.15"
".wingman-work\backups\20260811-125346\src\__tests__\projectDetailRankingReasonRendered.test.tsx",".tsx","146","6.33"
"archive\_wingman_backup_package_sanitizer_wire_fix_20260615-135201\package.json",".json","146","10.62"
".wingman-work\backups\20260811-125215\src\wingman2\lib\salesConversationTone.ts",".ts","146","4.15"
"archive\_wingman_backup_shortlist_stabilise_20260614-075216\src\wingman2\lib\compareEngineRuntimeAdapter.test.ts",".ts","146","3.69"
"src\wingman2\lib\salesConversationTone.ts",".ts","146","4.15"
".wingman-work\backups\20260811-125821\src\__tests__\projectDetailRankingReasonRendered.test.tsx",".tsx","146","6.33"
".wingman-work\backups\20260811-125215\src\__tests__\projectDetailRankingReasonRendered.test.tsx",".tsx","146","6.33"
".wingman-work\backups\20260811-125346\src\wingman2\lib\salesConversationTone.ts",".ts","146","4.15"
".wingman-work\backups\20260811-125346\src\wingman2\app\routeCatalog.ts",".ts","146","3.41"
"tools\check-vendor-refresh-sanity.mjs",".mjs","146","5.7"
"archive\_wingman_backup_compare_role_gate_repair_20260615-192817\package.json",".json","146","10.62"
"archive\_wingman_backup_product_suppression_fix_20260615-135005\package.json",".json","146","10.62"
"archive\_wingman_backup_suppressed_discontinued_products_20260615-134506\package.json",".json","146","10.62"
"src\wingman2\app\routeCatalog.ts",".ts","146","3.41"
".wingman-work\backups\20260811-125215\src\wingman2\app\routeCatalog.ts",".ts","146","3.41"
".wingman-work\backups\20260811-125821\src\wingman2\lib\wyrestormProductLifecycle.ts",".ts","145","5.62"
"data\backend\product-intelligence.json",".json","145","4.39"
".wingman-work\backups\20260811-125215\src\wingman2\lib\wyrestormProductLifecycle.ts",".ts","145","5.62"
"src\wingman2\lib\wyrestormProductLifecycle.ts",".ts","145","5.62"
".wingman-work\backups\20260811-125346\src\wingman2\lib\wyrestormProductLifecycle.ts",".ts","145","5.62"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\normalize-wingman-page-visual-classes.mjs",".mjs","144","5.07"
"tools\normalize-wingman-page-visual-classes.mjs",".mjs","144","5.08"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\normalize-wingman-page-visual-classes.mjs",".mjs","144","5.07"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\normalize-wingman-page-visual-classes.mjs",".mjs","144","5.07"
"tools\audit-wingman-style-drift.mjs",".mjs","144","4.93"
"src\wingman2\lib\proposalCompiler.ts",".ts","143","8.72"
".wingman-work\backups\20260811-125821\src\wingman2\lib\proposalCompiler.ts",".ts","143","8.72"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\compare\CompareControls.tsx",".tsx","143","4.65"
".wingman-work\backups\20260811-125215\src\wingman2\lib\proposalCompiler.ts",".ts","143","8.72"
".wingman-work\backups\20260811-125346\src\wingman2\lib\proposalCompiler.ts",".ts","143","8.72"
"tools\verify-supabase-rls.mjs",".mjs","143","5.23"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanCoachPanel.tsx",".tsx","141","3.4"
"server\server\agents\tools\productTools.mjs",".mjs","141","5.04"
"tools\repair-wingman-page-markup-migration.mjs",".mjs","141","4.18"
".wingman-work\backups\20260811-125821\src\wingman2\pages\IngestPage.multiSku.test.tsx",".tsx","140","6.82"
".wingman-work\backups\20260811-125215\src\wingman2\pages\IngestPage.multiSku.test.tsx",".tsx","140","6.82"
".wingman-work\backups\20260811-125821\src\wingman2\lib\discoveryTemplateHandoff.ts",".ts","140","4.84"
"src\wingman2\pages\IngestPage.multiSku.test.tsx",".tsx","140","6.82"
".wingman-work\backups\20260811-125215\src\wingman2\lib\discoveryTemplateHandoff.ts",".ts","140","4.84"
".wingman-work\backups\20260811-125346\src\wingman2\lib\discoveryTemplateHandoff.ts",".ts","140","4.84"
".wingman-work\backups\20260811-125346\src\wingman2\pages\IngestPage.multiSku.test.tsx",".tsx","140","6.82"
"src\wingman2\lib\discoveryTemplateHandoff.ts",".ts","140","4.84"
"tools\fix-intelligence-needs-review-pill-exact.mjs",".mjs","140","4.44"
"tools\normalize-wyrestorm-catalogue-source.mjs",".mjs","139","4.81"
".wingman-work\backups\20260811-125346\src\wingman2\pages\productCallCardSalesHelper.characterization.test.ts",".ts","138","5.84"
"src\wingman2\pages\productCallCardSalesHelper.characterization.test.ts",".ts","138","5.84"
".wingman-work\backups\20260811-125821\src\wingman2\pages\productCallCardSalesHelper.characterization.test.ts",".ts","138","5.84"
".wingman-work\backups\20260811-125215\src\wingman2\pages\productCallCardSalesHelper.characterization.test.ts",".ts","138","5.84"
"src\wingman2\lib\competitorLandscape.ts",".ts","137","4.94"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorLandscape.ts",".ts","137","4.94"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorLandscape.ts",".ts","137","4.94"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorLandscape.ts",".ts","137","4.94"
"archive\backups\presales-priority-1-5-2026-06-08_10-20-58\src\wingman2\pages\IngestPage.tsx",".tsx","137","5.45"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_ingest_arbitrary_tailwind_20260706-104203\IngestPage.multiSku.test.tsx",".tsx","136","6.5"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_fixture_import_fix_20260706-120006\IngestPage.multiSku.test.tsx",".tsx","136","6.49"
"src\wingman2\lib\compareCandidateGateTaxonomy.test.ts",".ts","136","4.61"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\pages\IngestPage.multiSku.test.tsx",".tsx","136","6.51"
"src\wingman2\data\competitorSourceFeeds.ts",".ts","136","5.03"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\pages\IngestPage.multiSku.test.tsx",".tsx","136","6.51"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\src\wingman2\pages\IngestPage.multiSku.test.tsx",".tsx","136","6.51"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareCandidateGateTaxonomy.test.ts",".ts","136","4.61"
".wingman-work\backups\20260811-125215\src\wingman2\data\competitorSourceFeeds.ts",".ts","136","5.03"
".wingman-work\backups\20260811-125821\src\wingman2\data\competitorSourceFeeds.ts",".ts","136","5.03"
